uid,id.orig_p,id.resp_p,proto,service,true_label,predicted_label,confidence,correct
ChJtMo1oa8gXs8alQb,43738,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
CENqHV226YQ5QyxkE1,43740,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
CFwDH13H3bRAeohlK3,43750,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
CqQwDQrub8NcLwB72,43760,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
C9ctxpXzmoaOKZGY2,43772,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
Cpv9So1Wph0lqvIla,43784,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
CvqzxwnedbkAD2IGc,43792,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
CFk3CA3j8mKUJ5Ixlb,43806,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.38,True
CYHCky3nyUc0dZ3Dza,43814,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.38,True
Cdox1V37d0R6z4AiBh,43826,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
CEdbGp1EURpQkjrE59,43832,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.38,True
C2oAUP1464X5rEkBr1,43834,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.38,True
CrlYdBGdwJjXrALZb,43842,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.38,True
CRVtCF4SvhGD6GR576,43844,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.37,True
CNoq0lR5TI040HB73,43850,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.37,True
C2lrQS1AqOhvo7WeAa,43860,1883,tcp,mqtt,MQTT_Publish,MQTT_Publish,0.36,True
CNloU14G1odAdgFbZ6,3000,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CtqFss3TUtysRxKlWf,3001,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CZWgV259voHf73Hzg,3002,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CnkLZh2SdGu2TqK2Ri,3003,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBnHgG418YcnOAoOgl,3004,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CGyY9f1sXAvbjiuGBl,3005,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C9hoYG3uGZmjIHZv7d,3006,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CGytuB38treEAZjMk,3007,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CzPTep4YegTVBun3if,3008,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLceK81mNFu6BK5Hy4,3009,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cj935R2mviwOiXD7kd,3010,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CmN0dX1Ab1GzAIPX09,3011,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CSAyW145g6qZGxSby4,3012,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIVgFZQMAN6EeHcB7,3013,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLi7cQ1TpzTxyQC5Zk,3014,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ChCq5c4q6tIngQxmma,3015,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cxxeqn1v4UUX8ndzdl,3016,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C3zzjSCsgBqZqPCzd,3017,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C3BhXf4MnZIGfkQ6E6,3018,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CXStUj4bjovl3f3ael,3019,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CdrxHs4eOQ4UZqFvKj,3020,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBOLfk4iO2jHaJJWz9,3021,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CsMoqF4zIg5M4An27i,3022,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CsVUXH3vDmCvc1eQZc,3023,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CVHOrP3vsA2T0dyXDk,3024,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CHq5lqd8UacQJNm9h,3025,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CVEmly1qAO4TmJlQf2,3026,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CzgSGr1dH5yryLIPh1,3027,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cn7LKb1l019HU5yobe,3028,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CwjF5aFd73zL4iwCk,3029,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CL4ZL116P1LhF4OrGb,3030,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CCDGbc1NrtHhT1zCT,3031,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COlGJe1Yd5FdtTvIyk,3032,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Ccd7cK3rUH0Pmrch7,3033,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CSD5r5HK81z4igq3l,3034,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClvP2o3IHcJeQTQ3i8,3035,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cdq0Te9aIUiyXvyI5,3036,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIJZZJ2i4Hl3opnbc8,3037,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C1534CTUUC55NpYs,3038,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CH4QdO3lhy74RFQpck,3039,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cd6klF4GPiM7cwaoq6,3040,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C6fbOB1E44OSzY26cj,3041,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CZ6wHGMJyCvfEsdYd,3042,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4B7rI16yT52lYo9D4,3043,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cihc8T2Tx4N7rqfPw5,3044,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4c4KWHArpgO5TdP8,3045,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cz1yf42oK9i8kVvMb4,3046,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C0ApQc2o2sFprR5UY9,3047,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqnQHk1TDkwDtJB1hc,3048,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CK71uz1aAAAMfk1UNd,3049,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cj0ocOMO5AK3HXinc,3050,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C48UiZ1xj8qIC78s1j,3051,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CsD5Q64sDertopIhVk,3052,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CGEtDPJjbK0mDg4Bj,3053,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C9jQWq2z0FtgzLh4t5,3054,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4I0QI2vQZ8w2jLiWe,3055,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CYl9TK31SpkTLFDTa9,3056,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CK3twtDT1X5ofREy4,3057,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cv7ehv3rF7gX8B8zHl,3058,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUMisk4Lx6BnBE3Y0k,3059,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CPPlE72rUWQDjL37v7,3060,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CZffpA1xsEBSp0NAEf,3061,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C01yAL3OujMDidGYxl,3062,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.45,False
CUWhWi1EXVTYzzqWjf,3063,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C0uAAu2q40Z3NkRLPg,3064,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CV75GS3VgyPcmirFM7,3065,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4URUq2TXrdmPRZ2ak,3066,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.5,False
Copcy43vYG54tNcox7,3067,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Csq9jN3fcIYtXeoIGd,3068,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CdGVss3mnV1ZthCoB8,3069,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CNUEBP3fzo3s3dUoD2,3070,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKpWBp2WJj0xTxH2y6,3071,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COqXbt2CsgxYiBwtr,3072,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CQbWqWJSaZmRFQEjd,3073,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxwAlp21oVzYyvTpbk,3074,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CeL8Ky2Jaf4lPzL5P7,3075,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cc5zgRZSR8HwULbGg,3076,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C5j0FX1zdI2US4flMk,3077,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CWXu9Q2sJBD2xlTMB9,3078,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CjsF2n1hyNyu0xTab,3079,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C9wRPK2F9RU2HASBQd,3080,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CcKms71oitH7dnqNl9,3081,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxWeGM2LUeegIXE3e2,3082,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cl0Scd4UOrqTGvUAi1,3083,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CkxHed1AYzSihTKb98,3084,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7kXKu4MpfAp3iVNK,3085,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4MUcy2w3j1jRBO0R6,3086,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CO5qQ5z4rjGjXH9Of,3087,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CD7mya4hJPW0HfbQad,3088,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CQAIhd344zqKO2V2h4,3089,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CAkht54H36GVovOzy7,3090,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CgqYIm3Y7HUYWZcIP7,3091,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKB2Ke1mU1WdbfWwgd,3092,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C1NVRo46G64SJd0oU7,3093,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxUiYX2YAzjrQu01Sj,3094,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CHCgElSnZud4YGuW8,3095,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Co42yc2DdoqqCozTk4,3096,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClVld43GuCouk0Gdy4,3097,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqgKrf1KpR46xT7LW5,3098,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Ciy4EX2HHFYRWlrCuj,3099,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CEsy6P1RSmrya9lwNi,3100,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COUGXh4qq50cXOSjMk,3101,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqGLst3JnWvfo7VqAe,3102,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CaJDw62bCprXCfFWfg,3103,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C66l8V2H8uH3ynETk1,3104,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CzepaZmWStHkTox7,3105,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CdTQHD3aWVIv6J9UC6,3106,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CNVQ6c4pGtOgykwJo8,3107,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ChYsNeTkz3ExOBB6d,3108,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CFuP8H2675r66v7X69,3109,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CThqc13ZYn5v1wA3b9,3110,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CmHuX22YMlU6P2mgu1,3111,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClPXe848QhsOVSdjxk,3112,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C1IkRlr5GstGqsXJ,3113,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CHFfLl4RrbGgQ2Ipge,3114,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CDfnmb2q5h72yp9fXi,3115,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CyGq6g4bPVkCURKYH8,3116,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cnd69m3exO6LHB6g4j,3117,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cwc3gU3nHa9y9VJdQk,3118,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMtylC3rJVUir0b5vh,3119,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CivAjC1LMy9vR7xuX4,3120,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cjhh2X3hkn7tzYzxgj,3121,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClhnEA3leZl9BCbMQ,3122,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CFWX4hWgFDlEe3th3,3123,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIhWSu3FTFn1X2gin,3124,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxP4V8hegQ4Yoqxnf,3125,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKX6ROJ3f9gUE0Ena,3126,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CP9zL92o4QeNW8s6j6,3127,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CwHe6RhOtrh5H57k1,3128,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CHSUnE4uMSEpgIirWg,3129,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CrH0Xe40SGpRER37l7,3130,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxM9pD2IHKgspAFAq8,3131,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKwlJE2kWcAgnxpVL3,3132,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C2SWuE2XNjbnfUfCp8,3133,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CScV3y3QISrFXDvxY8,3134,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClL4Ry11mgoIj7pAEh,3135,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cn7h6S111v3cwq952h,3136,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CfEluz8vJhUNMJr2c,3137,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4B2LX1d08JX9zPy64,3138,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CJ6uYq23wkpenuZ3u1,3139,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLU4lVk73VuuG98q9,3140,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CV3NWa1nCGGIm0rLx4,3141,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBZyk92mxXYQ5sDP5,3142,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CytkDi2moudL88Plr,3143,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CQGcj52QOgnsGqEhk6,3144,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C47Ig54qtma9s5oB8f,3145,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CHfokD4uPkyrDri96k,3146,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CzCHMn24GerZcvwIfi,3147,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C76psk44RFAQRoVrc2,3148,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CmOZ7320bKnIkjGIng,3149,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CpnwQH1KhW1GX02qIf,3150,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ChWSPw1Gjo904GlB3,3151,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CvRK1T1QEBzYE5ezXa,3152,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CnEM8p18mUM0o4ZPY4,3153,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CVY87N2FGkuOkgS0tl,3154,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CwgGUr8qt3CqOWVPb,3155,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CdkVrl2Cwh1QapKhAf,3156,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CWZUyS3XTHF9z0I473,3157,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CkBeh6Mp9w2bKBqkg,3158,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cwv2ml4avKIo4ZTz19,3159,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CfaVeIuTRNJwna1Sg,3160,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Ccmu2ToujLJoAUk84,3161,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CeiPoV2ZbetprxSlQc,3162,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C9EdGu3xOgI2jfpzNa,3163,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CK2xQk4yYYBeoX6Abi,3164,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClaB7h4k0KxFt3aZIj,3165,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUCp6HBT48a3wBcuh,3166,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cy0MJQ1gBgjYshDk47,3167,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Ct4shd4LtaEvEPjH2f,3168,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CoUkR2vDRxpzRv5al,3169,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CEfozX2cqwlmzmC9o6,3170,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CuS2Qb3WATm4XkTm6k,3171,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cp5UyC4Yn6j69Gzkld,3172,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CzW6PQlA4T6Iwmt2f,3173,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CF30DM29egIrKN64o2,3174,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CVwn53Tml1wrKw3w9,3175,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CeG11f3Iqrl0C1ysm2,3176,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7q1ak2G4MUlan82yb,3177,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ChBdji2RiwNuBh4ic8,3178,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CunO4e2DFdxxaHa8i9,3179,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cja2tN2N1SuyuIJjni,3180,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C45XWM3Q1KxCJjnLHj,3181,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CET0XY3BLsF2lx4p2h,3182,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CfszcN166jz7C9e2kg,3183,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C1QGOAuxWr7LUGWrd,3184,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CQLSBL1TCuMEvYOp9k,3185,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C337wQ26XyadRIo116,3186,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CrXDBx46m336vwFkoi,3187,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C3rU4B1LcgNks01a2b,3188,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Ct6GcE2OH9P6uzeTG8,3189,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CNwaNZPYIIyoOtmY8,3190,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CJHOyv1BvOtKWuq7Se,3191,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CaVom12nzhuLJDztQg,3192,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIAqLaojdEwa92r1k,3193,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CSXge33GHaZIBv3ije,3194,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CRLpPI1sl8lx7oxVNi,3195,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMbXJAyJpTwIulyWb,3196,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CdzSnc2Abi17dqoui5,3197,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
